koi_period,koi_depth,koi_prad,koi_teq,koi_impact,koi_duration,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_insol
2.124178744229062e-05,0.00040654464179153057,4.2361645216269955e-05,0.12307061876792787,0.009721643552963118,0.030703217056848756,0.0015351143604978629,0.29807329051756704,0.7568177543727665,0.007219352564632571,0.5798880110454859,0.00024031668332723678
1.7319020188088676e-05,0.00028122863931776015,8.619036039673973e-05,0.15134544461139188,0.009672043330754122,0.028813446274928305,0.0022861055584392632,0.17687948621080465,0.6200865149520406,0.017502251968024234,0.5366265245071719,0.0005458278351305406
8.696956876671744e-05,0.00012531600247377045,1.283686218674847e-05,0.06180849610708919,0.004910421998690555,0.07372329309233198,0.0013584105492175334,0.2352852285606347,0.7797630242618017,0.005409074887184018,0.6075017258571757,1.6165254001862907e-05
3.529074514010206e-06,2.5497195308516064e-05,1.0452873494923754e-05,0.2244911897281792,0.003670416443465667,0.01046043709286556,0.0009939589384518536,0.2734416320362675,0.7049087831483919,0.01018281193564811,0.43284497967323765,0.002608042724938968
8.867137158132577e-05,0.0004568880401879198,2.1180822608134978e-05,0.058257068706460864,0.005327063865246117,0.01176104404277552,0.002540117287154737,0.23468077068379298,0.825841640022569,0.0038773014678044728,0.6413285265014957,1.2934395471909294e-05
0.00010650315221308198,0.11592001475582367,0.0006007651503398284,0.08004370987570003,0.005981786798404857,0.1120067142444252,0.20507581697902746,0.33826973932754056,0.7551250705284935,0.007750251306576617,0.4069187696555957,4.431035239737627e-05
0.0018487519942638807,0.0009998155522041511,2.613218373730939e-05,0.018918180576423985,0.0045334603099021886,0.12352431134529449,0.0040752316476526,0.2633169625991688,0.8369381230016927,0.003629258612961762,0.5752857252435376,1.7903541754902695e-07
0.00020975238018228776,0.000693523712391637,2.6590643101121833e-05,0.04357328233847835,0.005723865642918081,0.06533159919073346,0.021016709554154196,0.244956554590102,0.8006394583411699,0.004473474645233444,0.35000383523816825,4.170794472086005e-06
1.1442668336097448e-05,0.15207178274219624,0.001277084403835948,0.1505941811227974,0.008799079419875802,0.07559527779630495,0.041934023214463205,0.22108046845485455,0.6971976678578146,0.010635381355010248,0.36150954974303906,0.0005333318937424249
2.7809141850052657e-05,0.00013866134299695117,7.793809184811572e-06,0.06467695669990438,0.004622740709878381,0.022552746837413016,0.002683689133820005,0.19727993955421233,0.8514199736693624,0.0030635468387590894,0.5200582956201582,1.9222557790314913e-05
1.7594690306840493e-05,0.0017065761064155285,0.0002358314967451219,0.0759459090288212,0.012529016129992262,0.02035060806153983,0.008106287342485119,0.2118624858330185,0.8559337972540906,0.0028590202742396617,0.6601978982894837,3.6156933330832316e-05
9.740974976016369e-05,0.00044744865298859676,1.2928554059510959e-05,0.03551427400628329,0.0054857845763149025,0.035883412259054226,0.0023413254994643666,0.13993199848885532,0.8514199736693624,0.0026675485968172185,0.6216154023164838,1.9100156025255886e-06
6.361647911153358e-05,0.0004568880401879198,2.1180822608134978e-05,0.058257068706460864,0.005327063865246117,0.031659218746526156,0.002540117287154737,0.23468077068379298,0.825841640022569,0.0038773014678044728,0.5609419344941321,1.2934395471909294e-05
1.013510254959929e-05,0.30387231872579124,0.0008630039064405472,0.15086736784592267,0.006418268753844018,0.059959092020720785,0.046373706472881485,0.32799395542123155,0.7797630242618017,0.00600089643558066,0.5465214389813607,0.0005394465013193289
0.0003473580489899528,0.0014703744290255733,0.0001939283108926644,0.02813823248190138,0.01225125488562189,0.049189621823517646,0.004296111411753012,0.2257650170003778,0.862516456648486,0.002593570903267638,0.6180869832016568,7.873904588125573e-07
3.9474310394741616e-06,0.0002341402020245858,1.2011635331886067e-05,0.13140281382324817,0.0031942543102593105,0.02704595477889682,0.0010933548322970392,0.23286739705326784,0.8311077675380854,0.0036423135000587473,0.6705530413438675,0.00031087673365372726
8.71111880444829e-06,0.14827432812177896,0.0008873022527226067,0.18440103810954786,0.007648354264627106,0.05853954067453701,0.05746187063072216,0.33184737438609746,0.7355651683280046,0.008755477613044443,0.5049474572370943,0.001194674111032404
0.00010382079495502426,0.0007168509336313431,3.447614415869589e-05,0.06057915585302554,0.009493482530801739,0.03670601836412548,0.007554087932234089,0.28061956932376275,0.7983825465488057,0.0046518914355589015,0.5245838766587404,1.4936669121233107e-05
9.775716687305848e-06,0.025868260874282553,0.00033595902180176,0.09097117880071028,0.011824692974624526,0.020220547366548835,0.02900151302638409,0.1962221382697393,0.8390069588113598,0.0030548435806944333,0.6717803175577203,7.316702523304622e-05
0.0003531417287985875,0.37934401683899877,0.0010463876519655254,0.042480535445977324,1.98400888835982e-05,0.2116543275750906,0.11279225153787535,0.20566679259539103,0.726161369193154,0.007946074613031389,0.41581652220602905,3.7871471487666623e-06
0.0006709008460259919,0.0017412956915164866,0.000642118184955711,0.04801256658926376,0.012519096085550465,0.20237221814624604,0.01313130197576949,0.3807329051756706,0.746849727289825,0.008711961322721161,0.4904502569609571,6.052493248366595e-06
0.0009089701122451554,0.00046220447665650395,3.0991852993721306e-05,0.0336019669444065,0.004029522052258794,0.06159541119188955,0.00048593548102090627,0.28900642236494145,0.7605792740267068,0.006662344048494554,0.34210324461149033,1.5373296313010833e-06
8.540697603946468e-05,0.0006361278982716156,0.0001570681780421438,0.046305149569730905,0.011735412574648336,0.06120634073678828,0.005764961843020752,0.22160936909709103,0.8566861011848788,0.0027980974677870663,0.5709902584950525,5.267843127577748e-06
4.0905463532201625e-06,0.00010090379419965932,8.068884803099038e-06,0.13324682420434364,0.006071067198381049,0.008103781764823586,0.0014578064430627188,0.250245561012467,0.8386308068459658,0.0035944455807031366,0.6071949068037125,0.0003301166469181923
3.7969611778312236e-05,4.524395933468596e-05,5.043053001936899e-06,0.07000409780084688,0.0002480011110449775,0.09140932435136398,0.0006736832805062564,0.24125425009444654,0.8316719954861764,0.0037859172581255797,0.4106773030605201,2.6256092051169544e-05
6.64081297297808e-05,0.0001012292903099808,1.0636257240448733e-05,0.07137003141647316,0.0018818324306092893,0.03143689277218257,0.0005963753630711122,0.291348696637703,0.8091028775625353,0.005087054338791727,0.586561325458311,2.8271153944604e-05
5.5375645784717664e-05,0.000593813403929823,2.4390038154822098e-05,0.058598552110367436,0.009602603019661529,0.03267080192978946,0.003754955989707003,0.2383075179448432,0.8450253902576641,0.0033420510968280976,0.6346552120886707,1.31645838659009e-05
0.0021300102664187867,0.00034849783545086633,1.613776960619808e-05,0.019259663980330556,0.006567069420471004,0.10691656106182887,0.0009608269738367918,0.28711749149981114,0.8326123753996615,0.0037511042258669535,0.5882488302523586,1.9091021565176853e-07
5.8230441186373435e-05,0.0009903761650048282,0.00021529251724632434,0.04732959978145062,0.012608376485526655,0.0659418839903066,0.004561167128673506,0.1880619569323763,0.8615760767350009,0.0026153290484292797,0.6631126792973844,5.751056065758539e-06
6.337496405008281e-05,0.0003300530558659824,1.1461484095311134e-05,0.043436688976915716,0.007598754042418111,0.0682318415260455,0.0012700586435773686,0.1687948621080468,0.862140304683092,0.002554406241976684,0.6826723939556646,4.129689401730361e-06
0.0024768552750554615,0.0005051699632189396,1.925529328012271e-05,0.017210763556891134,0.0021238815149891874,0.0831387981057827,0.0009829149502468331,0.25425009444654323,0.8256535640398721,0.003903411241998442,0.5946153256117205,1.278824411064478e-07
1.4701161182986693e-05,4.491846322436447e-05,8.619036039673973e-06,0.12402677229886626,0.004464019998809595,0.03324884946308277,0.002374457464079428,0.2410275783906309,0.7376340041376716,0.006292455580746653,0.4354529416276751,0.00024741689914666834
3.486902709153068e-05,5.8914795968188176e-05,6.693506711661703e-06,0.0759459090288212,0.000297601333253973,0.041708352786856084,0.0017118181717781925,0.2316584812995844,0.8051532819258981,0.004329870887166611,0.4951292475262713,3.608659798822377e-05
5.322449018810683e-06,0.00015721462128527564,9.71933851282384e-06,0.11207485316213632,0.007866595242346687,0.05517019053336001,0.0017670381128032954,0.20619569323762751,0.8335527553131465,0.0032332603710198914,0.6872746797576129,0.00016543420649134833
4.708616740309862e-05,0.00017294693328414728,9.535954767298863e-06,0.06358420980740336,0.001398726266293673,0.041130305253562774,0.0010933548322970392,0.24888553078957312,0.8438969343614819,0.0033681608710220672,0.659737669709289,1.8071615820356884e-05
